,title,listing_url,price,time_posted,num_bedrooms,sqft,neighborhood,latitude,longitude,description,address
440,Gorgeous 1 Bedroom Suite with High Ceilings and Balcony,https://toronto.craigslist.org/tor/apa/d/toronto-gorgeous-1-bedroom-suite-with/6937180782.html,3960,2019-08-14 15:27,1.0,620.0,Toronto,43.671813,-79.388104,"
        
Yorkville Toronto Furnished Condo Rental at 18 Yorkville – Gorgeous 1 Bedroom Suite with High Ceilings and Balcony

$3,960/month
Available: Immediately

Yorkville
18 Yorkville Avenue #1208 
Toronto

Found in a prime downtown location, at this beautiful Yorkville Toronto furnished 1 bedroom condo you will be living in the best area of downtown Toronto. Throughout this Toronto rental you will experience nine foot high ceilings and enormous wall to wall windows allow for plenty of natural sun light to fill the space. Furnished and designed by an acclaimed interior designer, you will find premium furnishings with tasteful decor from a marble top dining table to chic minimalist coffee table. The kitchen boasts a mirrored back splash, stainless steel appliances, granite counter tops and a double sink. A large walk-out balcony provides a peaceful view of the lush Rosedale Ravine as well as panoramic city views. The bedroom offers ultimate zen thanks to the calming, neutral tones and plush bed. Take advantage of the premium amenities that this luxury building has to offer including concierge service, gym, party room, meeting rooms and a rooftop patio. Located in Yorkville Village and mere steps away from Yonge and Bloor, you will be within walking distance of everything you could possibly desire. Whether you want to take a foodie tour or shop till you drop, you will find options to sate your every whim a mere stone's throw away. Grocery shopping is made easy thanks to the Pussateri's Fine Foods, Whole Foods and LCBO found a few minutes away and commuting is a breeze thanks to the Bloor-Yonge subway station just down the street. Your rent includes cable, internet, Netflix, electricity/hydro, and local phone service. Parking can be made available for an additional $150/month. A one time move out cleaning fee of $195 applies. Sorry, pets are not permitted. Rent it Furnished provides full property management services in Toronto. Not all properties listed with us are professionally managed by our company and pricing, terms and availability is subject to change.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/yorkville-toronto-furnished-condo-rental-at-18-yorkville-2/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2


Please note: 
All information on this ad is accurate as of the date of posting and may change at any time. 
Please see RentitFurnished.com for updated information on this listing. 
To work with a Leasing Agent personally, 100% free of charge, please contact us. 

    ","20 Yorkville Avenue, Toronto, ON M4W1L1
Toronto, Annex Toronto Ontario Canada"
441,Chic 1 Bedroom Suite with Breath Taking Views and Large Balcony,https://toronto.craigslist.org/tor/apa/d/toronto-chic-1-bedroom-suite-with/6937695629.html,2595,2019-08-14 15:27,1.0,512.0,Toronto,43.6629,-79.3987,"
        
Yorkville Toronto Furnished Condo Rental at U Condominiums – Chic 1 Bedroom Suite with Breath Taking Views and Large Balcony

$2,595 /month
Available: Immediately

Yorkville
1080 Bay Street #5306 
Toronto 

Take in the fabulous cityscape view at this Yorkville Toronto Furnished condo rental at U Condominiums. With a large balcony, extending the length of this rental and floor to ceiling windows you will be able to gaze out over the stunning panoramic view of the Toronto Skyline, CN Tower and the Toronto harbour from every room. Entering your suite you will find a foyer closet to your right and a hallway opening up into the general living area of your new home. The four piece bathroom features a deluxe above counter sink and a soak tub for you to relax in after a long day. A quaint dining nook is home to a circular three person dining table. Next to here you will find the comfortable couch that folds out into a bed with side tables facing the wall mounted flat screen TV complete with basic cable and a set of drawers just below for extra storage. The modern kitchen has Miele stainless steel integrated appliances and plenty of storage space in the dark wood cabinets. Your bedroom is an oasis of privacy found at the far en of the rental and features crisp linens, floor to ceiling windows framed by elegant heavy drapes. In the bedroom you will find your stacked washer and dryer conveniently hidden behind the mirrored closet doors. At this chic 1 bedroom rental you will be able to get your workout in the buildings state of the art gym as well as take advantage of the text lounge, common rooftop patio, party room and steam room. You will have the best of the city at your fingertips with the exciting haute couture shopping options of Bloor Street and Yorkville Village a short walk away. Surrounding the building you will find tasty restaurants from 7 West Cafe and Korean Grill House to Aroma and Avocado Sushi. For more high end choices stroll over to Yorkville to sample the menu at Sassafraz, Blu Ristorante and Nao Steakhouse. Your rent includes wifi, cable, and water with a monthly cap of $75. A one time move out cleaning fee of $195 applies and pets may be considered. Rent it Furnished provides full property management services in Toronto. Not all properties listed with us are professionally managed by our brokerage.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/yorkville-toronto-furnished-condo-rental-at-u-condominiums/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor nToronto, ON, M5V 1L2


Please note: 
All information on this ad is accurate as of the date of posting and may change at any time. 
Please see RentitFurnished.com for updated information on this listing. 
To work with a Leasing Agent personally, 100% free of charge, please contact us.

    ","110 Saint Geogre Street, Toronto, ON M5S2E5
Toronto, Downtown Toronto, Discovery District Toronto Ontario Canada"
442,Spacious Two Bedroom plus Den with Amply Layout,https://toronto.craigslist.org/tor/apa/d/toronto-spacious-two-bedroom-plus-den/6937184843.html,4250,2019-08-14 15:27,2.0,1183.0,LIBERTY VILLAGE,43.639581,-79.412851,"
        
FURNISHED – 2 BED + DEN – 2 BATH – CONDO / APARTMENT – 1183 SQ. FT.
Liberty Village Toronto Furnished Condo Rental at Liberty Tower Condos- Spacious Two Bedroom plus Den with Amply Layout and Picture Perfect Views

$4,595 /month
Available: August 1,2019

LIBERTY VILLAGE
59 East Liberty Street
Toronto

This inviting two bedroom Liberty Village Toronto condo is flawlessly laid out and spread out over an impressive 1183 square feet. Enter the unit to find the efficient kitchen which contains stainless steel appliances, wood cabinetry and granite countertops. The oversized granite top island will make for easy cooking prep. Unwind after a trying day on the black leather sofa while watching the newest documentary on the flat screen TV. Nestled in the corner you will find a round glass top table which reveals unbelievable water views. You can enjoy your freshly cooked bacon and eggs while relishing in the Toronto views. Step out onto the sizeable balcony where you will love relaxing at the two seater wood table while breathing in the crisp evening breeze. The master bedroom is furnished with a queen sized bed and is complemented by a brown suede headboard, an chic feature wall and elegant table lamps. The walk in closet will come in handy when organizing your fabulous wardrobe. The equally impressive second bedroom is furnished with a warm queen sized bed and large windows allowing for optimal sunlight. The luxurious bathroom comes complete with grey marble countertops and a walk in glass shower. Residents of Liberty Tower Condos can enjoy access to a fitness centre, swimming pool, sauna, party room, common BBQ area and guest suites. Located in one of Toronto’s most happening areas, you will have everything you need right at your doorsteps. Grab a cup of coffee at the popular Balzac Coffee, indulge in a savoury brunch at School, or sip on a cold beverage at the Brazen Head Irish Pub. Pick up your groceries at Metro, catch a class at F45 or get a haircut at the Village Barbershop. Hop on the streetcar for easy access around the city. Your rent includes hydro and parking can be available for an extra $200/m. Pets are permitted and a one time cleaning fee of $195 applies. Rent it Furnished provides full property management services in Toronto. Not all properties listed with us are professionally managed by our company and pricing, terms and availability is subject to change.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/liberty-village-toronto-furnished-condo-rental-at-liberty-tower-condos-2/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/
 
Rent it Furnished Inc - 500 King St W, 3rd Floor nToronto, ON, M5V 1L2
    ","Toronto, ON M6K
Toronto, Niagara Toronto Ontario Canada"
443,Sophisticated 1 Bedroom plus 2 Bathrooms with Balcony and Marble Accen,https://toronto.craigslist.org/tor/apa/d/toronto-sophisticated-1-bedroom-plus-2/6937693427.html,3895,2019-08-14 15:27,1.0,1100.0,Toronto,43.6404,-79.3995,"
        
Fashion District Toronto Furnished Penthouse Rental at The Thompson Residences – Sophisticated 1 Bedroom plus 2 Bathrooms with Balcony and Marble Accents

$3,895 /month
Available: Immediately

Fashion District
629 King Street West #1412 
Toronto

This sophisticated 1100 square foot penthouse is both comfortable and polished. Boasting 1 gorgeous bedroom and 2 bathrooms this lovely suite is spacious and accommodating. Find your kitchen with polished marble countertops, white tiled backsplash and glossy white cabinetry seamlessly blending to create a calming flow. Adding to your kitchen find gourmet stainless steel appliances, your fridge covered in the façade of matching cabinetry and fully equipped with all the kitchen amenities and tableware needed to prepare and enjoy your meals. Your kitchen features an eat in breakfast bar ready for extra seating. This beautiful open concept sprawls to include your dining area and seating for 6. This perfectly furnished space includes comfortable sofas, one transiting into extra sleeping space and all your home entertainment needs for your comfort. Your spacious master bedroom features a romantic iron bed frame, coordinating bedding and expansive floor to ceiling windows reminiscent of a lovely boutique inn where you can catch lovely city views and warm sunsets. Your bathrooms boast the character of a fresh spa experience with marble tub surround and fresh colour palette and porcelain accents. Included in your rent is your discreet in suite laundry, 1 parking space and hot and cold water. Sorry, pets are not considered at this time. A one time cleaning fee of $195 applies. Residents at The Thompson Residences have access to the buildings amenities including the on site fitness facilities, swimming pool, meeting room and rooftop patio. Located in the Fashion District you have access to some of Toronto’s top restaurants, a plethora of cafes and shopping and are within close proximity to public transportation and grocery stores, including Loblaws. Rent it Furnished provides leasing, tenant placement and full property management services in Toronto. Not all properties listed with us are professionally managed by our company. Pricing, terms and availability is subject to change.


To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/fashion-district-toronto-furnished-penthouse-rental-at-the-thompson-residences-i/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2

All information on this ad is accurate as of the date of posting and may change at any time. Please check the link provided above for updated information on this listing.    ","170 Queens Wharf Road, Toronto, ON M5V0E2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
444,Gorgeous 3 Bedroom plus 2 Bathrooms with Balcony,https://toronto.craigslist.org/tor/apa/d/toronto-gorgeous-3-bedroom-plus-2/6937185621.html,6595,2019-08-14 15:27,3.0,1200.0,WATERFRONT,43.640442,-79.391542,"
        
FURNISHED – 3 BED – 2 BATH – CONDO / APARTMENT – 1200 SQ. FT.
Waterfront Toronto Furnished Condo Rental at Harbor View Estates I -Gorgeous 3 Bedroom plus 2 Bathrooms with Balcony and Stainless Steel Appliances

$6,995 /month
Available: Immediately

WATERFRONT
10 Navy Wharf Court
Toronto

With every detail considered, this 3-bedroom, 2 bathroom Toronto furnished condo rental has everything you need for comfortable and luxurious living. Featuring a spacious 1200 square feet, floor to ceiling and wall to wall windows, beautiful city views and the perfect balcony to take it all in. Begin with a spacious modern kitchen, offering warm cinnamon-toned cabinetry, spacious granite counter-tops and coordinated mosaic tile back-splash. This Toronto furnished condo rental comes fully equipped with all the necessary kitchen utensils, cookware and tableware to prepare your meals including the high-end stainless-steel appliances and breakfast bar with seating for 2. Enjoy entertaining in this open space or private dining with the perfect dining area consisting of a sophisticated glass top table and elegant seating for 6. This elegant condo offers a well curated palette that includes coordinated fine furnishings throughout, beautiful home accents and little details that make this space luxurious. Enjoy a gorgeous living area that boasts a beautiful white sectional sofa, matching ottoman and elegant accents in the cushions and décor. Find a flat screen TV for those Netflix nights in or enjoy the balcony area that offers a breath of fresh air and lovely city views. Find the master-bedroom with grandeur in the furnishings and layout including a beautiful tufted headboard, elegant bedding, walk-in-closet and terrific views awarded from corner space. The 2 bedrooms boast similar fine furnishings that include elegant bedroom furniture, luxurious plush bedding, large closet space and spacious layouts. This Toronto furnished condo rental includes 1 underground parking space, discreet in-suite laundry and storage, air conditioning, Netflix, Apple TV, hydro, internet and water. Pets are welcome, please inquire. A one-time cleaning fee of $295 applies. Rental terms can be flexible, please inquire. Residents enjoy premium building amenities that include an on-site fitness facility, concierge service, common rooftop patio, common rooftop barbecue, hot tub, meeting room, party room, swimming pool, pool tables, sauna and theatre. Nestled in an utterly perfect downtown neighborhood find lots of great restaurants nearby including St. Louis Bar & Grill, Liberty Shawarma and Mi-Ne Sushi. Southern Linear Park is right outside your door and you can walk to Canoe Landing or Toronto Music Garden in about five minutes. For those days you just want to be indoors, look no further than the Toronto Railway Museum, The Pier – Toronto’s Waterfront Museum, or CBC Museum and Graham Spry Theatre. This Waterfront neighborhood is so walkable that access to amenities can be found on foot though transit is readily available including the TTC Streetcar Stop a short walk away at Spadina and Bremner, or, a 15-minute walk, will take you to Union Station on foot. Drivers can access to the Gardiner Expressway via the Spadina Ave onramp within 400 metres, making it easy to get around Toronto. Rent it Furnished is a full-service provider of Toronto Investment Real Estate Services. Our services include leasing, tenant placement and full property management in the Toronto and surrounding areas. Not all properties listed with Rent it Furnished are professionally managed by us. Pricing and terms of availability is subject to change.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/waterfront-toronto-furnished-condo-rental-at-harbor-view-estates-ii/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2    ","10 Navy Wharf Court, Toronto, ON M5V3V2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
445,Swank 2 Bedroom Penthouse with Funky Details and Waterfront Views,https://toronto.craigslist.org/tor/apa/d/toronto-swank-2-bedroom-penthouse-with/6937186266.html,5995,2019-08-14 15:27,2.0,1200.0,LIBERTY VILLAGE,43.639581,-79.412851,"
        
FURNISHED – 2 BED + DEN – 2 BATH – PENTHOUSE – 1200 SQ. FT.
Liberty Village Toronto Furnished Condo Rental at Liberty Tower Condos- Swank 2 Bedroom Penthouse with Funky Details and Waterfront Views

$5,995 /month
Available: Immediately

LIBERTY VILLAGE
59 East Liberty Street
Toronto

This two bedroom Liberty Village penthouse in Liberty Tower Condos will amaze you with its ample 1200 square foot layout, high ceilings, hardwood floors, and large windows. The foyer contains a front hall closet which is ideal for storing all your jackets and shoes. Impress your friends with your amazing cooking skills in the space saving corner kitchen which is complete with stainless steel appliances, wood cabinetry, marble backsplash and plenty of space to store all necessary cooking ingredients. Serve your freshly cooked creation to friends at the six person glass table which is complemented by a unique light fixture. The inviting living room has an eclectic vibe thanks to its dramatic black accent wall, stone surrounded fireplace, fun bean bag chair, black leather couch with stud detailing and a striking chest coffee table. Kick your feet up, relax, and enjoy a movie on the large flatscreen TV. You will have direct access to the enclosed balcony which is finished with six chairs and reveals wonderful water views. Additional seating is found in the den which contains two couches and a crystal chandelier. The master bedroom is finished with a queen sized bed, a modern white bed frame, an elegant mirrored dresser and closet space. The bathroom is equipped with a tub with a shower, a marble vanity with rainfall faucet and an antique looking mirror. The second bedroom is surrounded by windows and is furnished with a queen sized bed complemented by a white upholstered bedframe. Residents of Liberty Tower Condos can enjoy access to a fitness centre, pool, sauna, party room, guest suites and a common BBQ area.
Located in popular Liberty Village, you will love the neighbourhood feel and abundance of amenities to choose from. Grab a fresh cup of coffee at Balzac’s coffee, enjoy a salad from Aroma Espresso Bar, or pick up groceries at the nearby metro. Easy access to Downtown Toronto thanks to the King Street street car. Your rent includes one parking spot, monthly maid service, premium cable, Netflix, Apple TV, water hydro. Annual rent is $5995/month and for any term under 1 year, the rental rate is $6495/month. Rent it Furnished provides full property management services in Toronto. Sorry, pets are not permitted and a one time move out cleaning fee of $195 applies. Not all properties listed with us are professionally managed by our brokerage.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/liberty-village-toronto-furnished-condo-rental-at-liberty-tower-condos-3/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2    ","Toronto, ON M6K
Toronto, Niagara Toronto Ontario Canada"
446,"Gorgeous 3 Bedroom, 2.5 Bath with Private Rooftop Patio",https://toronto.craigslist.org/tor/apa/d/toronto-gorgeous-3-bedroom-25-bath-with/6937703628.html,11995,2019-08-14 15:27,3.0,3000.0,Toronto,43.673032,-79.397552,"
        
Yorkville Toronto Furnished House For Rent on Tranby Avenue – Gorgeous 3 Bedroom, 2.5 Bath with Private Rooftop Patio and Luxury Interior Decor

$ 11,995/month
Available: Immediately

Yorkville
19 1/2 - Tranby Avenue - Furnished
Toronto

Just in time for summer, this Yorkville Toronto Furnished House For Rent on Tranby Avenue boasts 3 bedrooms, 2.5 bathrooms, hardwood flooring and a spacious 3000 square feet of living space. This brilliant use of space offers a spacious kitchen with stainless steel appliances, dark cabinetry, granite counters and plenty of room for you to prepare your meals. A simply divine dining room offers an over-sized mirrored dining with seating up to 8 and the glam continues into the living room where tufted sofa, chairs and gorgeous home accents repeat the chic theme throughout this home. The bedrooms are adorned with plush and luxurious bedding, ample personal storage space and luxury home accents. Find a stylish acrylic desk making the perfect office area. This Toronto furnished house for rent is only available until September 1, 2019. Included in this Yorkville Toronto Furnished House For Rent on Tranby Avenue is in suite laundry, 2 balconies, private rooftop patio, 2 parking spaces, air conditioning, internet and cable. A one time cleaning fee of $295 applies. Sorry, pets are not considered at this time. Located in highly desirable Yorkville, find Whole Foods Market nearby, Equinox gym, dining, shops, cafes and more. Rent it Furnished is a full-service provider of Toronto Investment Real Estate Services. Our services include leasing, tenant placement, full property management and Investment Real Estate Sales in the Toronto and surrounding areas. Not all properties listed with us are professionally managed by us. Pricing, terms and availability is subject to change.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/yorkville-toronto-furnished-house-for-rent-on-tranby-avenue-i/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2

Please note: 
All information on this ad is accurate as of the date of posting and may change at any time. 
Please see RentitFurnished.com for updated information on this listing.    ","37 Tranby Avenue, Toronto, ON M5R1N4
Toronto, Annex Toronto Ontario Canada"
447,"Modern 2 Bedroom, 2 Bath with Balcony and Pet Friendly",https://toronto.craigslist.org/tor/apa/d/toronto-modern-2-bedroom-2-bath-with/6937696902.html,4195,2019-08-14 15:27,2.0,990.0,Toronto,43.639581,-79.412851,"
        
Liberty Village Toronto Furnished Condo for Rent at Liberty Tower Condos – Modern 2 Bedroom, 2 Bath with Balcony and Pet Friendly

$4,195 /month
Available: Immediately 

Liberty Village
59 East Liberty Street
Toronto 

Enjoy living in this Liberty Village Toronto furnished condo for rent at Liberty Tower Condos. Featuring 2 spacious bedrooms, 2 bathrooms, 990 square feet of living space, a balcony and modern home accents- this is a terrific place to call home. Start with a handsome kitchen with dark cabinetry, beautiful granite counters that extends into a breakfast bar and stainless steel appliances. This Liberty Village Toronto furnished condo features a contemporary dining area with seating for 3 at a quaint dining set. Find a desk for a home office with stellar views and access to the balcony to enjoy some fresh air. Enjoy the modern living room with comfortable furniture, plush home accents and a flat screen TV for those nights in. Both bedrooms are awarded soft natural lighting from the large windows, ample personal storage space, modern bed frames and tailored bedding. Included in this Liberty Village Toronto furnished condo for rent is discreet in suite laundry, hydro, basic cable, 1 underground parking space, air conditioning, internet, hot and cold water. A one time cleaning fee of $195 applies. Pets are welcome, please inquire. Residents at Liberty Tower Condos enjoy access to the buildings common room, common barbecue, party room, onsite fitness facility, swimming pool, sauna, concierge and guest suite. Located in a quiet and convenient urban neighborhood, access green-space like Liberty Village Park and Gateway Park. Amenities are plentiful and can be found a short walk East on East Liberty where everything from banking like BMO Bank of Montreal to dining, shopping and cafes can be found. Rent it Furnished is a full-service provider of Toronto Investment Real Estate Services. Our services include leasing, tenant placement, full property management and Investment Real Estate Sales in the Toronto and surrounding areas. Not all properties listed with Rent it Furnished are professionally managed by Rent it Furnished. Pricing, terms and availability is subject to change.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/liberty-village-toronto-furnished-condo-for-rent-at-liberty-tower-condos-i/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor nToronto, ON, M5V 1L2


Please note: 
All information on this ad is accurate as of the date of posting and may change at any time. 
Please see RentitFurnished.com for updated information on this listing.    ","Toronto, ON M6K
Toronto, Niagara Toronto Ontario Canada"
448,"Elegant 1 Bedroom, 1 Bath with Beautiful Decor and Lovely Balcony",https://toronto.craigslist.org/tor/apa/d/toronto-elegant-1-bedroom-1-bath-with/6936928912.html,2995,2019-08-14 15:25,,650.0,Toronto,43.708225,-79.397439,"
        
Midtown Toronto Furnished Condo Rental at Republic – Elegant 1 Bedroom, 1 Bath with Beautiful Decor and Lovely Balcony

$2,995 /month
Available: Immediately 

Midtown
70 Roehampton avenue #511
Toronto

Welcome to this Midtown Toronto furnished condo rental at Republic offering an impressive 650 square feet of well curated living space. Find a beautiful kitchen, 1 bedroom, 1 bathroom and lovely balcony. Enjoy a modern kitchen with dark cabinetry, stainless steel appliances, elegant quartz counters and plenty of space to prepare your meals. Enjoy dining at a 4 person modern dining set that joins this open concept or entertain in the lovely living room. This Toronto furnished condo rental features a comfortable living room with modern curved sofa, flat screen TV, plush cushions and access to the balcony for lovely views and fresh air. The bedroom offers a private reprieve with elegant décor, luxurious bedding and cushions, soft lighting and ample personal storage for all your belongings. Included in this beautiful Toronto furnished condo rental is your discreet in suite laundry, 1 underground parking space, visitor parking, hydro (capped at $50) water (capped at $35), alarm system and air conditioning. Sorry, pets are not considered at this time. Please note that for rentals under a year the rent will be $3,195/month. A one time cleaning fee of $195 applies. Residents enjoy access to building amenities including 24 hour concierge, lap pool steam and sauna rooms, gym, spa, billiards room, yoga space, outdoor private cabanas, barbecues, theatre and guest suites. Located nearby Eglinton and trendy Yonge streets find a plethora of shopping, dining, cafes and amenities including close proximity to TTC. Rent it Furnished is a full-service provider of Toronto Investment Real Estate Services. Our services include leasing, tenant placement, full property management and Investment Real Estate Sales in the Toronto and surrounding areas. Not all properties listed with Rent it Furnished are professionally managed by Rent it Furnished. Pricing, terms and availability is subject to change.

To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/midtown-toronto-furnished-condo-rental-at-republic-I/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/toronto/listings/

Rent it Furnished Inc - 500 King St W, 3rd Floor, Toronto, ON, M5V 1L2

Please note: 
All information on this ad is accurate as of the date of posting and may change at any time. 
Please see RentitFurnished.com for updated information on this listing. 
To work with a Leasing Agent personally, 100% free of charge, please contact us.    ","39 Roehampton Avenue, Toronto, ON M4P0C2
Toronto, Mount Pleasant West Toronto Ontario Canada"
449,"Furnished 1-bedroom UofT, Trinity-Bellwoods Park",https://toronto.craigslist.org/tor/apa/d/toronto-furnished-1-bedroom-uoft/6956658558.html,2500,2019-08-14 15:27,1.0,750.0,162 Beaconsfield,43.647661,-79.427369,"
        
162 Beaconsfield is a lovely large 1-bedroom newly renovated furnished apartment downtown at Dundas and 162 Beaconsfield is a large 1-bdrm newly renovated furnished apartment by Trinity Bellwoods park..
It is a lovely basement apartment in one of Toronto’s best neighbourhoods, which is steps from Trinity Bellwoods Park and Ossington Street.
We are looking for a professional.
This unit has a queen-size futon in the living-room and a queen-size bed in the large bedroom with lots of storage space.
It has quality furniture and stainless steel appliances, dishwasher, stove and very large fridge. Laundry is included.
It has a largeTV, cable and high speed internet.
Great restaurants, bars, and nightlife in all directions. You’ll be right in the middle of the best Toronto has to offer. It is only steps from the TTC.

    ","127 Beaconsfield Avenue, Toronto, ON M6J3J5
Toronto, Little Portugal Toronto Ontario Canada"
450,Trendy 1 Bedroom plus Den Suite with a Balcony and Marble Bathroom,https://toronto.craigslist.org/tor/apa/d/toronto-trendy-1-bedroom-plus-den-suite/6947114521.html,3295,2019-08-14 15:24,1.0,1000.0,The Annex,43.670297,-79.4134,"
        
FURNISHED – 1 BED + DEN – 1 BATH – UPPER LEVEL – 1000 SQ. FT.
The Annex Toronto Furnished Upper Level for Rent on Olive Avenue – Trendy 1 Bedroom plus Den Suite with a Balcony and Marble Bathroom

$3,295 /month
Available: Sep 15, 2019
Min 3 Month

THE ANNEX
5 Olive Avenue, #Upper Unit
Toronto

You will fall in love with this stylish 1 bedroom plus den Toronto furnished rental thanks its unique layout and gorgeous interiors. Through a private entrance you will head up a flight of stairs to encounter the main level of your new home. Here you will be able to settle into your comfortable open concept bedroom with chic decor. A fabulously modern kitchen features stainless steel appliances, a geometric backsplash and hardwood countertop. Lounge on the elegant sofa set or head out through the set of french doors to relax on your balcony with a view of the front garden. Behind a set of hardwood barn doors you will reveal the luxurious three piece marble bathroom, complete with a glass walk in shower. Up another flight of stairs, you will find the spacious loft which is home to a king size bed and a second sitting room. The loft has 6 foot high ceilings while the main level of the suite has 9 foot high ceilings. Located in a residential neighbourhood in the Annex, you will find yourself mere minutes away from the excitement of Bloor Street. From trendy hot spots like Insomnia to pubs, bars and restaurants of all types, Bloor Street is packed with excitement at all hours. Just down the street, Bathurst subway station will connect you across Toronto while the Blue Light Bathurst bus can ensure that you get home no matter the hour. Your rent includes water, gas, internet, electricity, Apple TV and Netflix. There is street parking available with a permit that costs $16.97/month. This Toronto furnished suite requires a minimum three month lease. Pets may be considered. Rent it Furnished is a full-service provider of Toronto Investment Real Estate Services. Our services include leasing, tenant placement, full property management and Investment Real state Sales in the Toronto and surrounding areas. Not all properties listed with Rent it Furnished are professionally managed by Rent it Furnished. Pricing, terms and availability is subject to change.
A cleaning fee of $195 is applicable for this property.

Rent it Furnished is a full-service provider of Toronto Investment Real Estate Services. Our services include leasing, tenant placement, full property management and Investment Real Estate Sales in the Toronto and surrounding areas. Not all properties listed with us are professionally managed by Rent it Furnished and pricing, terms and availability is subject to change.
A cleaning fee of $195 is applicable for this property.


To APPLY or VIEW this property with an agent please visit the link below:
https://rentitfurnished.com/toronto/property/the-annex-toronto-furnished-upper-level-for-rent-on-olive-avenue-i/

To CONTACT US or view SIMILAR PROPERTIES please follow this link:
http://rentitfurnished.com/Toronto/listings/

500 King St W 3rd Floor, Toronto, ON M5V 1L8


Please note: 
All information on this ad is accurate as of the date of posting and may change at any time. 
Please see RentitFurnished.com for updated information on this listing.    ","1A Olive Avenue, Toronto, ON M6G1T8
Toronto, Annex Toronto Ontario Canada"
